Datetime,TweetId,Text,geo,start,end,word,country_predicted,country_conf,admin1,lat,lon,country_code3,geonameid,place_name,feature_class,feature_code,ptext,target
2021-07-12 23:54:02+00:00,1414734829753708544,6:53 PM CDT Scattered thunderstorms continue across the Permian Basin and over he Stockton Plateau. These thunderstorms will slowly move west and should begin to end this evening. Frequent lightning and very heavy rainfall will be possible. #txwx #nmwx https://t.co/ZdhzrwSJlZ,"[{'word': 'Permian Basin', 'spans': [{'start': 56, 'end': 69}], 'country_predicted': 'USA', 'country_conf': 0.96374094, 'geo': {'admin1': 'Texas', 'lat': '31.8892', 'lon': '-102.33004', 'country_code3': 'USA', 'geonameid': '9683982', 'place_name': 'University of Texas of the Permian Basin Police Department', 'feature_class': 'S', 'feature_code': 'BLDG'}}, {'word': 'Stockton Plateau', 'spans': [{'start': 82, 'end': 98}], 'country_predicted': 'USA', 'country_conf': 0.24821267}]",82.0,98.0,Stockton Plateau,USA,0.24821267,,,,,,,,,pm cdt scattered thunderstorm continue across permian basin stockton plateau thunderstorm slowly move west begin end evening frequent lightning heavy rainfall possible txwx nmwx,0
2021-07-12 23:54:01+00:00,1414734824645013509,Potential for a tornado in portions of Bradford County Monday. #NCPA https://t.co/fEUFaYU8fP,"[{'word': 'Bradford', 'spans': [{'start': 39, 'end': 47}], 'country_predicted': 'USA', 'country_conf': 0.9048774, 'geo': {'admin1': 'Pennsylvania', 'lat': '41.9559', 'lon': '-78.64392', 'country_code3': 'USA', 'geonameid': '5181407', 'place_name': 'Bradford', 'feature_class': 'P', 'feature_code': 'PPL'}}]",39.0,47.0,Bradford,USA,0.9048774,Pennsylvania,41.9559,-78.64392,USA,5181407,Bradford,P,PPL,potential tornado portion bradford county monday ncpa,0
2021-07-12 23:53:57+00:00,1414734809641979905,Wait what?... Ontario is in lockdown stage 2/69. You are sending 17mil vaccines back to COVAX which sent u 1.9 mil of AstraZeneca after u payed 440mil?... folks.... am I the only one who sees this shit? Flood his tweet... flood it. Scammer. https://t.co/hwLbcE86Fv,"[{'word': 'Ontario', 'spans': [{'start': 14, 'end': 21}], 'country_predicted': 'CAN', 'country_conf': 0.87992215, 'geo': {'admin1': 'Ontario', 'lat': '49.25014', 'lon': '-84.49983', 'country_code3': 'CAN', 'geonameid': '6093943', 'place_name': 'Ontario', 'feature_class': 'A', 'feature_code': 'ADM1'}}]",14.0,21.0,Ontario,CAN,0.87992215,Ontario,49.25014,-84.49983,CAN,6093943,Ontario,A,ADM1,wait ontario lockdown stage sending vaccine back covax sent u mil astrazeneca u payed folk one see shit flood tweet flood scammer,0
2021-07-12 23:53:55+00:00,1414734801228214273,This tornado warned storm is heading east at 20mph toward Sullivan county. Hoping to see some weakening in the next 10-20 minutes. I'll have LIVE updates if needed on @SPECNews1HV in the 8 o'clock hour #hvwx #severewx https://t.co/gCoPvPAQct,"[{'word': 'Sullivan', 'spans': [{'start': 58, 'end': 66}], 'country_predicted': 'USA', 'country_conf': 0.96374094, 'geo': {'admin1': 'Missouri', 'lat': '38.2081', 'lon': '-91.16042', 'country_code3': 'USA', 'geonameid': '4410669', 'place_name': 'Sullivan', 'feature_class': 'P', 'feature_code': 'PPL'}}]",58.0,66.0,Sullivan,USA,0.96374094,Missouri,38.2081,-91.16042,USA,4410669,Sullivan,P,PPL,tornado warned storm heading east toward sullivan county hoping see weakening next minute ill live update needed oclock hour hvwx severewx,0
2021-07-12 23:53:55+00:00,1414734799865065472,Fire in coronavirus hospital in Iraq kills at least 58 people. This is the second deadly fire in a COVID hospital in Iraq in less than three months and is likely to amp up pressure on the government. https://t.co/XaV9ERxbwP via @WSJ,"[{'word': 'Iraq', 'spans': [{'start': 32, 'end': 36}], 'country_predicted': 'IRQ', 'country_conf': 0.94819117, 'geo': {'admin1': 'NA', 'lat': '33', 'lon': '44', 'country_code3': 'IRQ', 'geonameid': '99237', 'place_name': 'Republic of Iraq', 'feature_class': 'A', 'feature_code': 'PCLI'}}, {'word': 'Iraq', 'spans': [{'start': 117, 'end': 121}], 'country_predicted': 'IRQ', 'country_conf': 0.94819117, 'geo': {'admin1': 'NA', 'lat': '33', 'lon': '44', 'country_code3': 'IRQ', 'geonameid': '99237', 'place_name': 'Republic of Iraq', 'feature_class': 'A', 'feature_code': 'PCLI'}}]",32.0,36.0,Iraq,IRQ,0.94819117,NA,33,44,IRQ,99237,Republic of Iraq,A,PCLI,fire coronavirus hospital iraq kill least people second deadly fire covid hospital iraq le three month likely amp pressure government via,0
2021-07-12 23:53:55+00:00,1414734799865065472,Fire in coronavirus hospital in Iraq kills at least 58 people. This is the second deadly fire in a COVID hospital in Iraq in less than three months and is likely to amp up pressure on the government. https://t.co/XaV9ERxbwP via @WSJ,"[{'word': 'Iraq', 'spans': [{'start': 32, 'end': 36}], 'country_predicted': 'IRQ', 'country_conf': 0.94819117, 'geo': {'admin1': 'NA', 'lat': '33', 'lon': '44', 'country_code3': 'IRQ', 'geonameid': '99237', 'place_name': 'Republic of Iraq', 'feature_class': 'A', 'feature_code': 'PCLI'}}, {'word': 'Iraq', 'spans': [{'start': 117, 'end': 121}], 'country_predicted': 'IRQ', 'country_conf': 0.94819117, 'geo': {'admin1': 'NA', 'lat': '33', 'lon': '44', 'country_code3': 'IRQ', 'geonameid': '99237', 'place_name': 'Republic of Iraq', 'feature_class': 'A', 'feature_code': 'PCLI'}}]",117.0,121.0,Iraq,IRQ,0.94819117,NA,33,44,IRQ,99237,Republic of Iraq,A,PCLI,fire coronavirus hospital iraq kill least people second deadly fire covid hospital iraq le three month likely amp pressure government via,0
2021-07-12 23:53:54+00:00,1414734797168074755,"$mko.v

Earthquake!

Half the Managua office felt it.  I did not.   Too busy editing the operations update for tomorrow, which should be earth-shaking in its own right. https://t.co/3MRK1MXOi7","[{'word': 'Managua', 'spans': [{'start': 30, 'end': 37}], 'country_predicted': 'NIC', 'country_conf': 0.957188, 'geo': {'admin1': 'Managua', 'lat': '12', 'lon': '-86.41667', 'country_code3': 'NIC', 'geonameid': '3617762', 'place_name': 'Departamento de Managua', 'feature_class': 'A', 'feature_code': 'ADM1'}}]",30.0,37.0,Managua,NIC,0.957188,Managua,12,-86.41667,NIC,3617762,Departamento de Managua,A,ADM1,mkovearthquakehalf managua office felt busy editing operation update tomorrow earthshaking right,0
2021-07-12 23:53:54+00:00,1414734797071654914,"Passiv House in Canada. 90% less hvac cost/energy @deed can we get Reno’s &amp; new construction like this?

1,900 m^2 building’s 6 air-to-air heat pumps function well at –25°C 

…comfortable –30°C winter nights &amp; 30°C summer days. 

Ready for Solar PV panels https://t.co/xOzhGCjqzD","[{'word': 'Canada', 'spans': [{'start': 16, 'end': 22}], 'country_predicted': 'CAN', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '60.10867', 'lon': '-113.64258', 'country_code3': 'CAN', 'geonameid': '6251999', 'place_name': 'Canada', 'feature_class': 'A', 'feature_code': 'PCLI'}}]",16.0,22.0,Canada,CAN,0.9516948,NA,60.10867,-113.64258,CAN,6251999,Canada,A,PCLI,passiv house canada le hvac costenergy get reno ’ amp new construction like building ’ airtoair heat pump function well –°c …comfortable –°c winter night amp °c summer day ready solar pv panel,0
2021-07-12 23:53:52+00:00,1414734786250219520,@WillyNaakt Thank you! San Francisco all around is so intense these days. City Hall is feeling the heat their propaganda has jumped the shark,"[{'word': 'San Francisco', 'spans': [{'start': 23, 'end': 36}], 'country_predicted': 'MEX', 'country_conf': 0.9048774, 'geo': {'admin1': 'Veracruz', 'lat': '20.55254', 'lon': '-98.00209', 'country_code3': 'MEX', 'geonameid': '3519337', 'place_name': 'San Francisco', 'feature_class': 'P', 'feature_code': 'PPL'}}]",23.0,36.0,San Francisco,MEX,0.9048774,Veracruz,20.55254,-98.00209,MEX,3519337,San Francisco,P,PPL,thank san francisco around intense day city hall feeling heat propaganda jumped shark,1
2021-07-12 23:53:49+00:00,1414734776225857538,"@baxil The Beckwourth Complex fire has already been going strong, it's just on the other side of the hill from us so we aren't getting the fallout from it. It's got some pretty extreme fire behavior going. CalFire just today: ""2021's already worse than 2020 YTD"" https://t.co/RDYM2Xhft4","[{'word': 'Beckwourth Complex', 'spans': [{'start': 11, 'end': 29}], 'country_predicted': 'CAF', 'country_conf': 0.24821267}]",11.0,29.0,Beckwourth Complex,CAF,0.24821267,,,,,,,,,beckwourth complex fire already going strong side hill u arent getting fallout got pretty extreme fire behavior going calfire today already worse ytd,0
2021-07-12 23:53:47+00:00,1414734765480099843,"@britrosemusic Broome county is to the NE of this tornado warning, and the center of rotation is moving practically due east.  It will likely not impact Broome county.  It was more than likely just a brief touchdown anyways so far","[{'word': 'Broome', 'spans': [{'start': 15, 'end': 21}], 'country_predicted': 'USA', 'country_conf': 0.9048774, 'geo': {'admin1': 'New York', 'lat': '42.16022', 'lon': '-75.81962', 'country_code3': 'USA', 'geonameid': '5110365', 'place_name': 'Broome County', 'feature_class': 'A', 'feature_code': 'ADM2'}}, {'word': 'Broome', 'spans': [{'start': 153, 'end': 159}], 'country_predicted': 'USA', 'country_conf': 0.9048774, 'geo': {'admin1': 'New York', 'lat': '42.16022', 'lon': '-75.81962', 'country_code3': 'USA', 'geonameid': '5110365', 'place_name': 'Broome County', 'feature_class': 'A', 'feature_code': 'ADM2'}}]",15.0,21.0,Broome,USA,0.9048774,New York,42.16022,-75.81962,USA,5110365,Broome County,A,ADM2,broome county ne tornado warning center rotation moving practically due east likely impact broome county likely brief touchdown anyways far,0
2021-07-12 23:53:47+00:00,1414734765480099843,"@britrosemusic Broome county is to the NE of this tornado warning, and the center of rotation is moving practically due east.  It will likely not impact Broome county.  It was more than likely just a brief touchdown anyways so far","[{'word': 'Broome', 'spans': [{'start': 15, 'end': 21}], 'country_predicted': 'USA', 'country_conf': 0.9048774, 'geo': {'admin1': 'New York', 'lat': '42.16022', 'lon': '-75.81962', 'country_code3': 'USA', 'geonameid': '5110365', 'place_name': 'Broome County', 'feature_class': 'A', 'feature_code': 'ADM2'}}, {'word': 'Broome', 'spans': [{'start': 153, 'end': 159}], 'country_predicted': 'USA', 'country_conf': 0.9048774, 'geo': {'admin1': 'New York', 'lat': '42.16022', 'lon': '-75.81962', 'country_code3': 'USA', 'geonameid': '5110365', 'place_name': 'Broome County', 'feature_class': 'A', 'feature_code': 'ADM2'}}]",153.0,159.0,Broome,USA,0.9048774,New York,42.16022,-75.81962,USA,5110365,Broome County,A,ADM2,broome county ne tornado warning center rotation moving practically due east likely impact broome county likely brief touchdown anyways far,0
2021-07-12 23:53:46+00:00,1414734762925826051,"The #heat forced restaurants &amp; outdoor vaccine clinics in #California,#Nevada,#Utah &amp; other Western states to close their doors.
Temperatures reached 118 degrees in some cities, but #California’s #DeathValley stole the show with a 130-degree #temperature.
https://t.co/2thKPvV5uc","[{'word': 'California', 'spans': [{'start': 191, 'end': 201}], 'country_predicted': 'COL', 'country_conf': 0.19161287}]",191.0,201.0,California,COL,0.19161287,,,,,,,,,heat forced restaurant amp outdoor vaccine clinic californianevadautah amp western state close doorstemperatures reached degree city california ’ deathvalley stole show temperature,0
2021-07-12 23:53:44+00:00,1414734754327400449,"おはようございます☁☀
お日様が少し出てるので…雨降る前にちょっとお散歩ー！ https://t.co/nadfIBBaZ4","[{'word': 'お日様が少し出てるので', 'spans': [{'start': 12, 'end': 23}], 'country_predicted': 'JPN', 'country_conf': 0.9528109, 'geo': {'admin1': 'Niigata', 'lat': '37.8142', 'lon': '139.25914', 'country_code3': 'JPN', 'geonameid': '7468179', 'place_name': 'Agano Shi', 'feature_class': 'A', 'feature_code': 'ADM2'}}]",12.0,23.0,お日様が少し出てるので,JPN,0.9528109,Niigata,37.8142,139.25914,JPN,7468179,Agano Shi,A,ADM2,おはようございます☁☀お日様が少し出てるので…雨降る前にちょっとお散歩ー！,1
2021-07-12 23:53:41+00:00,1414734741371240456,@DontLookAtMe92 I’m not kidding I think she was at a club I was at in west palm a few weeks ago. Same behavior looks exactly the same.,"[{'word': 'west palm', 'spans': [{'start': 70, 'end': 79}], 'country_predicted': 'USA', 'country_conf': 0.96374094, 'geo': {'admin1': 'Florida', 'lat': '26.71534', 'lon': '-80.05337', 'country_code3': 'USA', 'geonameid': '4177887', 'place_name': 'West Palm Beach', 'feature_class': 'P', 'feature_code': 'PPLA2'}}]",70.0,79.0,west palm,USA,0.96374094,Florida,26.71534,-80.05337,USA,4177887,West Palm Beach,P,PPLA2,’ kidding think club west palm week ago behavior look exactly,0
2021-07-12 23:53:41+00:00,1414734739857104900,"Fire in Iraq kills at least 42, injures 60
READ MORE: https://t.co/KVYA7BFlPU
 #coronavirus https://t.co/9Fv0wUOWEE","[{'word': 'Iraq', 'spans': [{'start': 8, 'end': 12}], 'country_predicted': 'IRQ', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '33', 'lon': '44', 'country_code3': 'IRQ', 'geonameid': '99237', 'place_name': 'Republic of Iraq', 'feature_class': 'A', 'feature_code': 'PCLI'}}]",8.0,12.0,Iraq,IRQ,0.9516948,NA,33,44,IRQ,99237,Republic of Iraq,A,PCLI,fire iraq kill least injures coronavirus,1
2021-07-12 23:53:40+00:00,1414734737952976899,"Movies that should be added to the Criterion Collection @Criterion 

You Don’t Mess With The Zohan
White Chicks
Mom &amp; Dad Save The World
Team America: World Police 
Superbad 
Tropic Thunder 
Howard The Duck
The Leprechaun movies 

I’ll be happy to write the essays","[{'word': 'Team America', 'spans': [{'start': 141, 'end': 153}], 'country_predicted': 'USA', 'country_conf': 0.6840588, 'geo': {'admin1': 'Texas', 'lat': '30.22205', 'lon': '-97.71047', 'country_code3': 'USA', 'geonameid': '8098894', 'place_name': 'Tokyo Electron America Emergency Response Team', 'feature_class': 'S', 'feature_code': 'BLDG'}}]",141.0,153.0,Team America,USA,0.6840588,Texas,30.22205,-97.71047,USA,8098894,Tokyo Electron America Emergency Response Team,S,BLDG,movie added criterion collection ’ mess zohanwhite chicksmom amp dad save worldteam america world police superbad tropic thunder howard duckthe leprechaun movie ’ happy write essay,0
2021-07-12 23:53:39+00:00,1414734733150363649,@4MyrobP Are we next? Will TX be where Civil War II starts? Constitution is clearly on side of states this time. States have full control over their voting procedures.,"[{'word': 'TX', 'spans': [{'start': 27, 'end': 29}], 'country_predicted': 'USA', 'country_conf': 0.96374094, 'geo': {'admin1': 'Texas', 'lat': '32.4512', 'lon': '-100.3927', 'country_code3': 'USA', 'geonameid': '9847837', 'place_name': 'Hampton Inn - Sweetwater. Tx', 'feature_class': 'S', 'feature_code': 'HTL'}}]",27.0,29.0,TX,USA,0.96374094,Texas,32.4512,-100.3927,USA,9847837,Hampton Inn - Sweetwater. Tx,S,HTL,next tx civil war ii start constitution clearly side state time state full control voting procedure,0
2021-07-12 23:53:37+00:00,1414734725026099211,Crash involving Vehicle Fire cleared on I-65 SB @ MP 1.6 near Exit 1/US 90/Government St. in Mobile.,"[{'word': 'Mobile', 'spans': [{'start': 93, 'end': 99}], 'country_predicted': 'USA', 'country_conf': 0.87992215, 'geo': {'admin1': 'Alabama', 'lat': '30.68515', 'lon': '-88.19753', 'country_code3': 'USA', 'geonameid': '4076607', 'place_name': 'Mobile County', 'feature_class': 'A', 'feature_code': 'ADM2'}}]",93.0,99.0,Mobile,USA,0.87992215,Alabama,30.68515,-88.19753,USA,4076607,Mobile County,A,ADM2,crash involving vehicle fire cleared sb mp near exit st mobile,0
2021-07-12 23:53:36+00:00,1414734721519661060,North County brush fire poses threat amid dry conditions https://t.co/fCA0D32pG3,"[{'word': 'North', 'spans': [{'start': 0, 'end': 5}], 'country_predicted': 'USA', 'country_conf': 0.96374094, 'geo': {'admin1': 'New Jersey', 'lat': '39.00067', 'lon': '-74.79933', 'country_code3': 'USA', 'geonameid': '4503313', 'place_name': 'North Wildwood', 'feature_class': 'P', 'feature_code': 'PPL'}}]",0.0,5.0,North,USA,0.96374094,New Jersey,39.00067,-74.79933,USA,4503313,North Wildwood,P,PPL,north county brush fire pose threat amid dry condition,0
2021-07-12 23:53:36+00:00,1414734719191863297,Stanley Cup dented amid Tampa Bay Lightning's second boat parade in 10 months - via @ESPN App Are you friggin serious!?!?!😳 https://t.co/B7WOqVJWIp,"[{'word': ""Tampa Bay Lightning's"", 'spans': [{'start': 24, 'end': 45}], 'country_predicted': 'USA', 'country_conf': 0.24821267}]",24.0,45.0,Tampa Bay Lightning's,USA,0.24821267,,,,,,,,,stanley cup dented amid tampa bay lightning second boat parade month via app friggin serious😳,1
2021-07-12 23:53:35+00:00,1414734718277505030,North County brush fire poses threat amid dry conditions https://t.co/0gJvg0Iwlh,"[{'word': 'North', 'spans': [{'start': 0, 'end': 5}], 'country_predicted': 'USA', 'country_conf': 0.96374094, 'geo': {'admin1': 'New Jersey', 'lat': '39.00067', 'lon': '-74.79933', 'country_code3': 'USA', 'geonameid': '4503313', 'place_name': 'North Wildwood', 'feature_class': 'P', 'feature_code': 'PPL'}}]",0.0,5.0,North,USA,0.96374094,New Jersey,39.00067,-74.79933,USA,4503313,North Wildwood,P,PPL,north county brush fire pose threat amid dry condition,0
2021-07-12 23:53:35+00:00,1414734715010134020,North County brush fire poses threat amid dry conditions https://t.co/IRj8UeIfjc,"[{'word': 'North', 'spans': [{'start': 0, 'end': 5}], 'country_predicted': 'USA', 'country_conf': 0.96374094, 'geo': {'admin1': 'New Jersey', 'lat': '39.00067', 'lon': '-74.79933', 'country_code3': 'USA', 'geonameid': '4503313', 'place_name': 'North Wildwood', 'feature_class': 'P', 'feature_code': 'PPL'}}]",0.0,5.0,North,USA,0.96374094,New Jersey,39.00067,-74.79933,USA,4503313,North Wildwood,P,PPL,north county brush fire pose threat amid dry condition,0
2021-07-12 23:53:27+00:00,1414734682751705089,"Tornado warnings are active for Bradford County till 8 p.m. and Wayne County until 8:15 p.m.
https://t.co/Cx6YD0Ictv","[{'word': 'Bradford', 'spans': [{'start': 32, 'end': 40}], 'country_predicted': 'USA', 'country_conf': 0.9048774, 'geo': {'admin1': 'Pennsylvania', 'lat': '41.9559', 'lon': '-78.64392', 'country_code3': 'USA', 'geonameid': '5181407', 'place_name': 'Bradford', 'feature_class': 'P', 'feature_code': 'PPL'}}, {'word': 'Wayne', 'spans': [{'start': 64, 'end': 69}], 'country_predicted': 'USA', 'country_conf': 0.96374094, 'geo': {'admin1': 'North Carolina', 'lat': '35.36378', 'lon': '-78.00415', 'country_code3': 'USA', 'geonameid': '4497859', 'place_name': 'Wayne County', 'feature_class': 'A', 'feature_code': 'ADM2'}}]",32.0,40.0,Bradford,USA,0.9048774,Pennsylvania,41.9559,-78.64392,USA,5181407,Bradford,P,PPL,tornado warning active bradford county till pm wayne county pm,0
2021-07-12 23:53:27+00:00,1414734682751705089,"Tornado warnings are active for Bradford County till 8 p.m. and Wayne County until 8:15 p.m.
https://t.co/Cx6YD0Ictv","[{'word': 'Bradford', 'spans': [{'start': 32, 'end': 40}], 'country_predicted': 'USA', 'country_conf': 0.9048774, 'geo': {'admin1': 'Pennsylvania', 'lat': '41.9559', 'lon': '-78.64392', 'country_code3': 'USA', 'geonameid': '5181407', 'place_name': 'Bradford', 'feature_class': 'P', 'feature_code': 'PPL'}}, {'word': 'Wayne', 'spans': [{'start': 64, 'end': 69}], 'country_predicted': 'USA', 'country_conf': 0.96374094, 'geo': {'admin1': 'North Carolina', 'lat': '35.36378', 'lon': '-78.00415', 'country_code3': 'USA', 'geonameid': '4497859', 'place_name': 'Wayne County', 'feature_class': 'A', 'feature_code': 'ADM2'}}]",64.0,69.0,Wayne,USA,0.96374094,North Carolina,35.36378,-78.00415,USA,4497859,Wayne County,A,ADM2,tornado warning active bradford county till pm wayne county pm,0
2021-07-12 23:53:26+00:00,1414734677429075969,"Flash flood warning for Kentucky, America. Please evacuate if you are in that area.","[{'word': 'Kentucky', 'spans': [{'start': 24, 'end': 32}], 'country_predicted': 'USA', 'country_conf': 0.961249, 'geo': {'admin1': 'Kentucky', 'lat': '38.20042', 'lon': '-84.87762', 'country_code3': 'USA', 'geonameid': '6254925', 'place_name': 'Kentucky', 'feature_class': 'A', 'feature_code': 'ADM1'}}, {'word': 'America', 'spans': [{'start': 34, 'end': 41}], 'country_predicted': 'USA', 'country_conf': 0.94819117, 'geo': {'admin1': 'Wyoming', 'lat': '41.54357', 'lon': '-109.85903', 'country_code3': 'USA', 'geonameid': '5830444', 'place_name': 'Little America', 'feature_class': 'P', 'feature_code': 'PPL'}}]",24.0,32.0,Kentucky,USA,0.961249,Kentucky,38.20042,-84.87762,USA,6254925,Kentucky,A,ADM1,flash flood warning kentucky america please evacuate area,0
2021-07-12 23:53:26+00:00,1414734677429075969,"Flash flood warning for Kentucky, America. Please evacuate if you are in that area.","[{'word': 'Kentucky', 'spans': [{'start': 24, 'end': 32}], 'country_predicted': 'USA', 'country_conf': 0.961249, 'geo': {'admin1': 'Kentucky', 'lat': '38.20042', 'lon': '-84.87762', 'country_code3': 'USA', 'geonameid': '6254925', 'place_name': 'Kentucky', 'feature_class': 'A', 'feature_code': 'ADM1'}}, {'word': 'America', 'spans': [{'start': 34, 'end': 41}], 'country_predicted': 'USA', 'country_conf': 0.94819117, 'geo': {'admin1': 'Wyoming', 'lat': '41.54357', 'lon': '-109.85903', 'country_code3': 'USA', 'geonameid': '5830444', 'place_name': 'Little America', 'feature_class': 'P', 'feature_code': 'PPL'}}]",34.0,41.0,America,USA,0.94819117,Wyoming,41.54357,-109.85903,USA,5830444,Little America,P,PPL,flash flood warning kentucky america please evacuate area,0
2021-07-12 23:53:19+00:00,1414734648807149580,"Registration begins for Horry County’s flood buyout program 

https://t.co/HN33rZI67I

#scnews #chsnews","[{'word': 'Horry County’s', 'spans': [{'start': 24, 'end': 38}], 'country_predicted': 'GEO', 'country_conf': 0.24821267}]",24.0,38.0,Horry County’s,GEO,0.24821267,,,,,,,,,registration begin horry county ’ flood buyout program scnews chsnews,0
2021-07-12 23:53:16+00:00,1414734636677279744,"It's Tampa, I'm not surprised @9000Riot
Lightning captain Steven Stamkos' ""BACK TO BOAT"" shirt went viral, along with a significantly dented Stanley Cup  https://t.co/Xflo0xMv1E","[{'word': 'Tampa', 'spans': [{'start': 5, 'end': 10}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Florida', 'lat': '27.94752', 'lon': '-82.45843', 'country_code3': 'USA', 'geonameid': '4174757', 'place_name': 'Tampa', 'feature_class': 'P', 'feature_code': 'PPLA2'}}]",5.0,10.0,Tampa,USA,0.957188,Florida,27.94752,-82.45843,USA,4174757,Tampa,P,PPLA2,tampa im surprised captain steven stamkos back boat shirt went viral along significantly dented stanley cup,1
2021-07-12 23:53:11+00:00,1414734615185526786,"And so it ends: a bear found, dug up, and completely annihilated a resupply cache at mile 321 (near Thunder Mountain mine) for my next 100mi leg. The cache was buried and sealed airtight. #idahocentennialtrail #ict2021 https://t.co/HjciPjpQFO","[{'word': 'Thunder Mountain', 'spans': [{'start': 100, 'end': 116}], 'country_predicted': 'USA', 'country_conf': 0.6353264, 'geo': {'admin1': 'Arizona', 'lat': '31.5012', 'lon': '-110.25372', 'country_code3': 'USA', 'geonameid': '7723892', 'place_name': 'Thunder Mountain Community Church', 'feature_class': 'S', 'feature_code': 'CH'}}]",100.0,116.0,Thunder Mountain,USA,0.6353264,Arizona,31.5012,-110.25372,USA,7723892,Thunder Mountain Community Church,S,CH,end bear found dug completely annihilated resupply cache mile near thunder mountain mine next leg cache buried sealed airtight idahocentennialtrail,0
2021-07-12 23:53:10+00:00,1414734613008687108,"@AbbyMartin A short time bfore the gulf of mexico caught fire and the florida condo collapsed, the us military exploded a 40,000 pound bomb off the florida coast, is there a connection?","[{'word': 'mexico', 'spans': [{'start': 43, 'end': 49}], 'country_predicted': 'MEX', 'country_conf': 0.957188, 'geo': {'admin1': 'NA', 'lat': '23', 'lon': '-102', 'country_code3': 'MEX', 'geonameid': '3996063', 'place_name': 'Mexico', 'feature_class': 'A', 'feature_code': 'PCLI'}}, {'word': 'florida', 'spans': [{'start': 70, 'end': 77}], 'country_predicted': 'CHL', 'country_conf': 0.9048774, 'geo': {'admin1': 'Valparaíso', 'lat': '-33.05429', 'lon': '-71.62239', 'country_code3': 'CHL', 'geonameid': '9034691', 'place_name': '8va. Comisaria Florida de Carabineros de Valparaiso', 'feature_class': 'S', 'feature_code': 'PP'}}, {'word': 'us', 'spans': [{'start': 99, 'end': 101}], 'country_predicted': 'FRA', 'country_conf': 0.28868943}, {'word': 'florida coast', 'spans': [{'start': 148, 'end': 161}], 'country_predicted': 'USA', 'country_conf': 0.24821267}]",43.0,49.0,mexico,MEX,0.957188,NA,23,-102,MEX,3996063,Mexico,A,PCLI,short time bfore gulf mexico caught fire florida condo collapsed u military exploded pound bomb florida coast connection,0
2021-07-12 23:53:10+00:00,1414734613008687108,"@AbbyMartin A short time bfore the gulf of mexico caught fire and the florida condo collapsed, the us military exploded a 40,000 pound bomb off the florida coast, is there a connection?","[{'word': 'mexico', 'spans': [{'start': 43, 'end': 49}], 'country_predicted': 'MEX', 'country_conf': 0.957188, 'geo': {'admin1': 'NA', 'lat': '23', 'lon': '-102', 'country_code3': 'MEX', 'geonameid': '3996063', 'place_name': 'Mexico', 'feature_class': 'A', 'feature_code': 'PCLI'}}, {'word': 'florida', 'spans': [{'start': 70, 'end': 77}], 'country_predicted': 'CHL', 'country_conf': 0.9048774, 'geo': {'admin1': 'Valparaíso', 'lat': '-33.05429', 'lon': '-71.62239', 'country_code3': 'CHL', 'geonameid': '9034691', 'place_name': '8va. Comisaria Florida de Carabineros de Valparaiso', 'feature_class': 'S', 'feature_code': 'PP'}}, {'word': 'us', 'spans': [{'start': 99, 'end': 101}], 'country_predicted': 'FRA', 'country_conf': 0.28868943}, {'word': 'florida coast', 'spans': [{'start': 148, 'end': 161}], 'country_predicted': 'USA', 'country_conf': 0.24821267}]",70.0,77.0,florida,CHL,0.9048774,Valparaíso,-33.05429,-71.62239,CHL,9034691,8va. Comisaria Florida de Carabineros de Valparaiso,S,PP,short time bfore gulf mexico caught fire florida condo collapsed u military exploded pound bomb florida coast connection,0
2021-07-12 23:53:10+00:00,1414734613008687108,"@AbbyMartin A short time bfore the gulf of mexico caught fire and the florida condo collapsed, the us military exploded a 40,000 pound bomb off the florida coast, is there a connection?","[{'word': 'mexico', 'spans': [{'start': 43, 'end': 49}], 'country_predicted': 'MEX', 'country_conf': 0.957188, 'geo': {'admin1': 'NA', 'lat': '23', 'lon': '-102', 'country_code3': 'MEX', 'geonameid': '3996063', 'place_name': 'Mexico', 'feature_class': 'A', 'feature_code': 'PCLI'}}, {'word': 'florida', 'spans': [{'start': 70, 'end': 77}], 'country_predicted': 'CHL', 'country_conf': 0.9048774, 'geo': {'admin1': 'Valparaíso', 'lat': '-33.05429', 'lon': '-71.62239', 'country_code3': 'CHL', 'geonameid': '9034691', 'place_name': '8va. Comisaria Florida de Carabineros de Valparaiso', 'feature_class': 'S', 'feature_code': 'PP'}}, {'word': 'us', 'spans': [{'start': 99, 'end': 101}], 'country_predicted': 'FRA', 'country_conf': 0.28868943}, {'word': 'florida coast', 'spans': [{'start': 148, 'end': 161}], 'country_predicted': 'USA', 'country_conf': 0.24821267}]",99.0,101.0,us,FRA,0.28868943,,,,,,,,,short time bfore gulf mexico caught fire florida condo collapsed u military exploded pound bomb florida coast connection,0
